"Pathosystem","Strain","HostGeno","Replicate","BacGrowth"
"Pto-AvrRpt2_ein2-1","Pto-AvrRpt2","ein2-1","Bac059",4.393925883
"Pto-AvrRpt2_ein2-1","Pto-AvrRpt2","ein2-1","Bac059",4.025949097
"Pto-AvrRpt2_ein2-1","Pto-AvrRpt2","ein2-1","Bac059",3.628009089
"Pto-AvrRpt2_ein2-1","Pto-AvrRpt2","ein2-1","Bac059",3.473107129
"Pto-AvrRpt2_ein2-1","Pto-AvrRpt2","ein2-1","Bac059",3.694955878
"Pto-AvrRpt2_ein2-1","Pto-AvrRpt2","ein2-1","Bac059",4.025949097
"Pto-AvrRpt2_ein2-1","Pto-AvrRpt2","ein2-1","Bac059",4.440922445
"Pto-AvrRpt2_pad4-1","Pto-AvrRpt2","pad4-1","Bac059",4.891250523
"Pto-AvrRpt2_pad4-1","Pto-AvrRpt2","pad4-1","Bac059",5.281221602
"Pto-AvrRpt2_pad4-1","Pto-AvrRpt2","pad4-1","Bac059",4.891250523
"Pto-AvrRpt2_pad4-1","Pto-AvrRpt2","pad4-1","Bac059",4.995985874
"Pto-AvrRpt2_pad4-1","Pto-AvrRpt2","pad4-1","Bac059",4.628009089
"Pto-AvrRpt2_pad4-1","Pto-AvrRpt2","pad4-1","Bac059",4.694955878
"Pto-AvrRpt2_pad4-1","Pto-AvrRpt2","pad4-1","Bac059",4.694955878
"Pto-AvrRpt2_pad4-1","Pto-AvrRpt2","pad4-1","Bac059",4.192280519
"Pto-AvrRpt2_pad4-1","Pto-AvrRpt2","pad4-1","Bac059",4.503070352
"Pto-AvrRpt2_pad4-1","Pto-AvrRpt2","pad4-1","Bac059",4.929039084
"Pto-AvrRpt2_pad4-1","Pto-AvrRpt2","pad4-1","Bac059",4.804100348
"Pto-AvrRpt2_pad4-1","Pto-AvrRpt2","pad4-1","Bac059",4.628009089
"Pto-AvrRpt2_pad4-1","Pto-AvrRpt2","pad4-1","Bac059",4.752947825
"Pto-AvrRpt2_pad4-1","Pto-AvrRpt2","pad4-1","Bac059",4.312255836
"Pto-AvrRpt2_pad4-1","Pto-AvrRpt2","pad4-1","Bac059",4.451917829
"Pto-AvrRpt2_pad4-1","Pto-AvrRpt2","pad4-1","Bac059",4.462641695
"Pto-AvrRpt2_sid2-2","Pto-AvrRpt2","sid2-2","Bac059",4.73067143
"Pto-AvrRpt2_sid2-2","Pto-AvrRpt2","sid2-2","Bac059",4.752947825
"Pto-AvrRpt2_sid2-2","Pto-AvrRpt2","sid2-2","Bac059",5.128611439
"Pto-AvrRpt2_sid2-2","Pto-AvrRpt2","sid2-2","Bac059",5.105130343
"Pto-AvrRpt2_sid2-2","Pto-AvrRpt2","sid2-2","Bac059",5.312255836
"Pto-AvrRpt2_sid2-2","Pto-AvrRpt2","sid2-2","Bac059",4.724919102
"Pto-AvrRpt2_sid2-2","Pto-AvrRpt2","sid2-2","Bac059",4.804100348
"Pto-AvrRpt2_sid2-2","Pto-AvrRpt2","sid2-2","Bac059",5.211585674
"Pto-AvrRpt2_sid2-2","Pto-AvrRpt2","sid2-2","Bac059",4.628009089
"Pto-AvrRpt2_sid2-2","Pto-AvrRpt2","sid2-2","Bac059",4.682366751
"Pto-AvrRpt2_sid2-2","Pto-AvrRpt2","sid2-2","Bac059",5.08030676
"Pto-AvrRpt2_sid2-2","Pto-AvrRpt2","sid2-2","Bac059",5.053977821
"Pto-AvrRpt2_sid2-2","Pto-AvrRpt2","sid2-2","Bac059",5.053977821
"Pto-AvrRpt2_sid2-2","Pto-AvrRpt2","sid2-2","Bac059",4.51261567
"Pto-AvrRpt2_sid2-2","Pto-AvrRpt2","sid2-2","Bac059",4.694955878
"Pto-AvrRpt2_sid2-2","Pto-AvrRpt2","sid2-2","Bac059",4.503070352
"Pto-AvrRpt2_dde2-2 ein2-1","Pto-AvrRpt2","dde2-2 ein2-1","Bac059",4.105130343
"Pto-AvrRpt2_dde2-2 ein2-1","Pto-AvrRpt2","dde2-2 ein2-1","Bac059",3.548827842
"Pto-AvrRpt2_dde2-2 ein2-1","Pto-AvrRpt2","dde2-2 ein2-1","Bac059",4.451917829
"Pto-AvrRpt2_dde2-2 ein2-1","Pto-AvrRpt2","dde2-2 ein2-1","Bac059",4.531099076
"Pto-AvrRpt2_dde2-2 ein2-1","Pto-AvrRpt2","dde2-2 ein2-1","Bac059",3.883281594
"Pto-AvrRpt2_dde2-2 ein2-1","Pto-AvrRpt2","dde2-2 ein2-1","Bac059",3.548827842
"Pto-AvrRpt2_dde2-2 ein2-1","Pto-AvrRpt2","dde2-2 ein2-1","Bac059",4.768935931
"Pto-AvrRpt2_dde2-2 ein2-1","Pto-AvrRpt2","dde2-2 ein2-1","Bac059",3.849857838
"Pto-AvrRpt2_dde2-2 ein2-1","Pto-AvrRpt2","dde2-2 ein2-1","Bac059",4.211585674
"Pto-AvrRpt2_dde2-2 ein2-1","Pto-AvrRpt2","dde2-2 ein2-1","Bac059",4.08030676
"Pto-AvrRpt2_dde2-2 ein2-1","Pto-AvrRpt2","dde2-2 ein2-1","Bac059",4.150887834
"Pto-AvrRpt2_dde2-2 ein2-1","Pto-AvrRpt2","dde2-2 ein2-1","Bac059",4.381336755
"Pto-AvrRpt2_dde2-2 ein2-1","Pto-AvrRpt2","dde2-2 ein2-1","Bac059",4.642249528
"Pto-AvrRpt2_dde2-2 ein2-1","Pto-AvrRpt2","dde2-2 ein2-1","Bac059",3.694955878
"Pto-AvrRpt2_dde2-2 ein2-1","Pto-AvrRpt2","dde2-2 ein2-1","Bac059",4.483326294
"Pto-AvrRpt2_dde2-2 ein2-1","Pto-AvrRpt2","dde2-2 ein2-1","Bac059",4.025949097
"Pto-AvrRpt2_dde2-2 pad4-1","Pto-AvrRpt2","dde2-2 pad4-1","Bac059",5.565861182
"Pto-AvrRpt2_dde2-2 pad4-1","Pto-AvrRpt2","dde2-2 pad4-1","Bac059",5.694955878
"Pto-AvrRpt2_dde2-2 pad4-1","Pto-AvrRpt2","dde2-2 pad4-1","Bac059",5.326979093
"Pto-AvrRpt2_dde2-2 pad4-1","Pto-AvrRpt2","dde2-2 pad4-1","Bac059",5.331300467
"Pto-AvrRpt2_dde2-2 pad4-1","Pto-AvrRpt2","dde2-2 pad4-1","Bac059",5.96380119
"Pto-AvrRpt2_dde2-2 pad4-1","Pto-AvrRpt2","dde2-2 pad4-1","Bac059",5.574133708
"Pto-AvrRpt2_dde2-2 pad4-1","Pto-AvrRpt2","dde2-2 pad4-1","Bac059",5.649198388
"Pto-AvrRpt2_dde2-2 pad4-1","Pto-AvrRpt2","dde2-2 pad4-1","Bac059",5.929039084
"Pto-AvrRpt2_dde2-2 pad4-1","Pto-AvrRpt2","dde2-2 pad4-1","Bac059",5.682366751
"Pto-AvrRpt2_dde2-2 pad4-1","Pto-AvrRpt2","dde2-2 pad4-1","Bac059",5.198162701
"Pto-AvrRpt2_dde2-2 pad4-1","Pto-AvrRpt2","dde2-2 pad4-1","Bac059",5.150887834
"Pto-AvrRpt2_dde2-2 pad4-1","Pto-AvrRpt2","dde2-2 pad4-1","Bac059",5.137659568
"Pto-AvrRpt2_dde2-2 pad4-1","Pto-AvrRpt2","dde2-2 pad4-1","Bac059",5.114675661
"Pto-AvrRpt2_dde2-2 pad4-1","Pto-AvrRpt2","dde2-2 pad4-1","Bac059",5.326979093
"Pto-AvrRpt2_dde2-2 pad4-1","Pto-AvrRpt2","dde2-2 pad4-1","Bac059",5.368371778
"Pto-AvrRpt2_dde2-2 pad4-1","Pto-AvrRpt2","dde2-2 pad4-1","Bac059",5.548827842
"Pto-AvrRpt2_dde2-2 sid2-2","Pto-AvrRpt2","dde2-2 sid2-2","Bac059",5.574133708
"Pto-AvrRpt2_dde2-2 sid2-2","Pto-AvrRpt2","dde2-2 sid2-2","Bac059",5.297015869
"Pto-AvrRpt2_dde2-2 sid2-2","Pto-AvrRpt2","dde2-2 sid2-2","Bac059",5.483326294
"Pto-AvrRpt2_dde2-2 sid2-2","Pto-AvrRpt2","dde2-2 sid2-2","Bac059",5.393925883
"Pto-AvrRpt2_dde2-2 sid2-2","Pto-AvrRpt2","dde2-2 sid2-2","Bac059",5.053977821
"Pto-AvrRpt2_dde2-2 sid2-2","Pto-AvrRpt2","dde2-2 sid2-2","Bac059",5.312255836
"Pto-AvrRpt2_dde2-2 sid2-2","Pto-AvrRpt2","dde2-2 sid2-2","Bac059",5.247797847
"Pto-AvrRpt2_dde2-2 sid2-2","Pto-AvrRpt2","dde2-2 sid2-2","Bac059",5.23006908
"Pto-AvrRpt2_dde2-2 sid2-2","Pto-AvrRpt2","dde2-2 sid2-2","Bac059",5.150887834
"Pto-AvrRpt2_dde2-2 sid2-2","Pto-AvrRpt2","dde2-2 sid2-2","Bac059",4.628009089
"Pto-AvrRpt2_dde2-2 sid2-2","Pto-AvrRpt2","dde2-2 sid2-2","Bac059",4.93976295
"Pto-AvrRpt2_dde2-2 sid2-2","Pto-AvrRpt2","dde2-2 sid2-2","Bac059",5.247797847
"Pto-AvrRpt2_dde2-2 sid2-2","Pto-AvrRpt2","dde2-2 sid2-2","Bac059",5.025949097
"Pto-AvrRpt2_dde2-2 sid2-2","Pto-AvrRpt2","dde2-2 sid2-2","Bac059",4.995985874
"Pto-AvrRpt2_dde2-2 sid2-2","Pto-AvrRpt2","dde2-2 sid2-2","Bac059",5.08030676
"Pto-AvrRpt2_dde2-2 sid2-2","Pto-AvrRpt2","dde2-2 sid2-2","Bac059",5.297015869
"Pto-AvrRpt2_ein2-1 pad4-1","Pto-AvrRpt2","ein2-1 pad4-1","Bac059",5.211585674
"Pto-AvrRpt2_ein2-1 pad4-1","Pto-AvrRpt2","ein2-1 pad4-1","Bac059",5.172077133
"Pto-AvrRpt2_ein2-1 pad4-1","Pto-AvrRpt2","ein2-1 pad4-1","Bac059",5.025949097
"Pto-AvrRpt2_ein2-1 pad4-1","Pto-AvrRpt2","ein2-1 pad4-1","Bac059",4.574133708
"Pto-AvrRpt2_ein2-1 pad4-1","Pto-AvrRpt2","ein2-1 pad4-1","Bac059",4.752947825
"Pto-AvrRpt2_ein2-1 pad4-1","Pto-AvrRpt2","ein2-1 pad4-1","Bac059",4.462641695
"Pto-AvrRpt2_ein2-1 pad4-1","Pto-AvrRpt2","ein2-1 pad4-1","Bac059",4.983396747
"Pto-AvrRpt2_ein2-1 pad4-1","Pto-AvrRpt2","ein2-1 pad4-1","Bac059",4.694955878
"Pto-AvrRpt2_ein2-1 pad4-1","Pto-AvrRpt2","ein2-1 pad4-1","Bac059",4.73067143
"Pto-AvrRpt2_ein2-1 pad4-1","Pto-AvrRpt2","ein2-1 pad4-1","Bac059",4.891250523
"Pto-AvrRpt2_ein2-1 pad4-1","Pto-AvrRpt2","ein2-1 pad4-1","Bac059",4.849857838
"Pto-AvrRpt2_ein2-1 pad4-1","Pto-AvrRpt2","ein2-1 pad4-1","Bac059",4.694955878
"Pto-AvrRpt2_ein2-1 pad4-1","Pto-AvrRpt2","ein2-1 pad4-1","Bac059",4.995985874
"Pto-AvrRpt2_ein2-1 pad4-1","Pto-AvrRpt2","ein2-1 pad4-1","Bac059",4.503070352
"Pto-AvrRpt2_ein2-1 pad4-1","Pto-AvrRpt2","ein2-1 pad4-1","Bac059",4.150887834
"Pto-AvrRpt2_ein2-1 pad4-1","Pto-AvrRpt2","ein2-1 pad4-1","Bac059",4.326979093
"Pto-AvrRpt2_ein2-1 sid2-2","Pto-AvrRpt2","ein2-1 sid2-2","Bac059",5.669401774
"Pto-AvrRpt2_ein2-1 sid2-2","Pto-AvrRpt2","ein2-1 sid2-2","Bac059",5.451917829
"Pto-AvrRpt2_ein2-1 sid2-2","Pto-AvrRpt2","ein2-1 sid2-2","Bac059",5.341219532
"Pto-AvrRpt2_ein2-1 sid2-2","Pto-AvrRpt2","ein2-1 sid2-2","Bac059",4.891250523
"Pto-AvrRpt2_ein2-1 sid2-2","Pto-AvrRpt2","ein2-1 sid2-2","Bac059",4.763671691
"Pto-AvrRpt2_ein2-1 sid2-2","Pto-AvrRpt2","ein2-1 sid2-2","Bac059",5.128611439
"Pto-AvrRpt2_ein2-1 sid2-2","Pto-AvrRpt2","ein2-1 sid2-2","Bac059",5.069965926
"Pto-AvrRpt2_ein2-1 sid2-2","Pto-AvrRpt2","ein2-1 sid2-2","Bac059",5.548827842
"Pto-AvrRpt2_ein2-1 sid2-2","Pto-AvrRpt2","ein2-1 sid2-2","Bac059",5.662771195
"Pto-AvrRpt2_ein2-1 sid2-2","Pto-AvrRpt2","ein2-1 sid2-2","Bac059",4.929039084
"Pto-AvrRpt2_ein2-1 sid2-2","Pto-AvrRpt2","ein2-1 sid2-2","Bac059",4.694955878
"Pto-AvrRpt2_ein2-1 sid2-2","Pto-AvrRpt2","ein2-1 sid2-2","Bac059",4.818340787
"Pto-AvrRpt2_ein2-1 sid2-2","Pto-AvrRpt2","ein2-1 sid2-2","Bac059",5.025949097
"Pto-AvrRpt2_ein2-1 sid2-2","Pto-AvrRpt2","ein2-1 sid2-2","Bac059",4.849857838
"Pto-AvrRpt2_ein2-1 sid2-2","Pto-AvrRpt2","ein2-1 sid2-2","Bac059",5.341219532
"Pto-AvrRpt2_ein2-1 sid2-2","Pto-AvrRpt2","ein2-1 sid2-2","Bac059",5.08030676
"Pto-AvrRpt2_pad4-1 sid2-2","Pto-AvrRpt2","pad4-1 sid2-2","Bac059",6.548827842
"Pto-AvrRpt2_pad4-1 sid2-2","Pto-AvrRpt2","pad4-1 sid2-2","Bac059",6.247797847
"Pto-AvrRpt2_pad4-1 sid2-2","Pto-AvrRpt2","pad4-1 sid2-2","Bac059",6.605732694
"Pto-AvrRpt2_pad4-1 sid2-2","Pto-AvrRpt2","pad4-1 sid2-2","Bac059",6.451917829
"Pto-AvrRpt2_pad4-1 sid2-2","Pto-AvrRpt2","pad4-1 sid2-2","Bac059",5.891250523
"Pto-AvrRpt2_pad4-1 sid2-2","Pto-AvrRpt2","pad4-1 sid2-2","Bac059",5.929039084
"Pto-AvrRpt2_pad4-1 sid2-2","Pto-AvrRpt2","pad4-1 sid2-2","Bac059",5.929039084
"Pto-AvrRpt2_pad4-1 sid2-2","Pto-AvrRpt2","pad4-1 sid2-2","Bac059",6.247797847
"Pto-AvrRpt2_pad4-1 sid2-2","Pto-AvrRpt2","pad4-1 sid2-2","Bac059",6.192280519
"Pto-AvrRpt2_pad4-1 sid2-2","Pto-AvrRpt2","pad4-1 sid2-2","Bac059",6.451917829
"Pto-AvrRpt2_pad4-1 sid2-2","Pto-AvrRpt2","pad4-1 sid2-2","Bac059",5.804100348
"Pto-AvrRpt2_pad4-1 sid2-2","Pto-AvrRpt2","pad4-1 sid2-2","Bac059",5.752947825
"Pto-AvrRpt2_pad4-1 sid2-2","Pto-AvrRpt2","pad4-1 sid2-2","Bac059",6.105130343
"Pto-AvrRpt2_pad4-1 sid2-2","Pto-AvrRpt2","pad4-1 sid2-2","Bac059",5.96380119
"Pto-AvrRpt2_pad4-1 sid2-2","Pto-AvrRpt2","pad4-1 sid2-2","Bac059",5.393925883
"Pto-AvrRpt2_pad4-1 sid2-2","Pto-AvrRpt2","pad4-1 sid2-2","Bac059",5.521955696
"Pto-AvrRpt2_dde2-2 ein2-1 pad4-1","Pto-AvrRpt2","dde2-2 ein2-1 pad4-1","Bac059",5.849857838
"Pto-AvrRpt2_dde2-2 ein2-1 pad4-1","Pto-AvrRpt2","dde2-2 ein2-1 pad4-1","Bac059",5.473107129
"Pto-AvrRpt2_dde2-2 ein2-1 pad4-1","Pto-AvrRpt2","dde2-2 ein2-1 pad4-1","Bac059",5.393925883
"Pto-AvrRpt2_dde2-2 ein2-1 pad4-1","Pto-AvrRpt2","dde2-2 ein2-1 pad4-1","Bac059",5.804100348
"Pto-AvrRpt2_dde2-2 ein2-1 pad4-1","Pto-AvrRpt2","dde2-2 ein2-1 pad4-1","Bac059",5.849857838
"Pto-AvrRpt2_dde2-2 ein2-1 pad4-1","Pto-AvrRpt2","dde2-2 ein2-1 pad4-1","Bac059",5.779276764
"Pto-AvrRpt2_dde2-2 ein2-1 pad4-1","Pto-AvrRpt2","dde2-2 ein2-1 pad4-1","Bac059",5.503070352
"Pto-AvrRpt2_dde2-2 ein2-1 pad4-1","Pto-AvrRpt2","dde2-2 ein2-1 pad4-1","Bac059",5.682366751
"Pto-AvrRpt2_dde2-2 ein2-1 pad4-1","Pto-AvrRpt2","dde2-2 ein2-1 pad4-1","Bac059",5.462641695
"Pto-AvrRpt2_dde2-2 ein2-1 pad4-1","Pto-AvrRpt2","dde2-2 ein2-1 pad4-1","Bac059",5.613285832
"Pto-AvrRpt2_dde2-2 ein2-1 pad4-1","Pto-AvrRpt2","dde2-2 ein2-1 pad4-1","Bac059",5.418059562
"Pto-AvrRpt2_dde2-2 ein2-1 pad4-1","Pto-AvrRpt2","dde2-2 ein2-1 pad4-1","Bac059",5.35906036
"Pto-AvrRpt2_dde2-2 ein2-1 pad4-1","Pto-AvrRpt2","dde2-2 ein2-1 pad4-1","Bac059",5.2209257
"Pto-AvrRpt2_dde2-2 ein2-1 pad4-1","Pto-AvrRpt2","dde2-2 ein2-1 pad4-1","Bac059",5.628009089
"Pto-AvrRpt2_dde2-2 ein2-1 pad4-1","Pto-AvrRpt2","dde2-2 ein2-1 pad4-1","Bac059",5.368371778
"Pto-AvrRpt2_dde2-2 ein2-1 pad4-1","Pto-AvrRpt2","dde2-2 ein2-1 pad4-1","Bac059",5.531099076
"Pto-AvrRpt2_dde2-2 ein2-1 sid2-2","Pto-AvrRpt2","dde2-2 ein2-1 sid2-2","Bac059",4.849857838
"Pto-AvrRpt2_dde2-2 ein2-1 sid2-2","Pto-AvrRpt2","dde2-2 ein2-1 sid2-2","Bac059",5.08030676
"Pto-AvrRpt2_dde2-2 ein2-1 sid2-2","Pto-AvrRpt2","dde2-2 ein2-1 sid2-2","Bac059",4.929039084
"Pto-AvrRpt2_dde2-2 ein2-1 sid2-2","Pto-AvrRpt2","dde2-2 ein2-1 sid2-2","Bac059",4.929039084
"Pto-AvrRpt2_dde2-2 ein2-1 sid2-2","Pto-AvrRpt2","dde2-2 ein2-1 sid2-2","Bac059",5.23006908
"Pto-AvrRpt2_dde2-2 ein2-1 sid2-2","Pto-AvrRpt2","dde2-2 ein2-1 sid2-2","Bac059",5.368371778
"Pto-AvrRpt2_dde2-2 ein2-1 sid2-2","Pto-AvrRpt2","dde2-2 ein2-1 sid2-2","Bac059",4.849857838
"Pto-AvrRpt2_dde2-2 ein2-1 sid2-2","Pto-AvrRpt2","dde2-2 ein2-1 sid2-2","Bac059",4.995985874
"Pto-AvrRpt2_dde2-2 ein2-1 sid2-2","Pto-AvrRpt2","dde2-2 ein2-1 sid2-2","Bac059",5.172077133
"Pto-AvrRpt2_dde2-2 ein2-1 sid2-2","Pto-AvrRpt2","dde2-2 ein2-1 sid2-2","Bac059",4.995985874
"Pto-AvrRpt2_dde2-2 ein2-1 sid2-2","Pto-AvrRpt2","dde2-2 ein2-1 sid2-2","Bac059",5.372302072
"Pto-AvrRpt2_dde2-2 ein2-1 sid2-2","Pto-AvrRpt2","dde2-2 ein2-1 sid2-2","Bac059",5.196210813
"Pto-AvrRpt2_dde2-2 ein2-1 sid2-2","Pto-AvrRpt2","dde2-2 ein2-1 sid2-2","Bac059",5.35771371
"Pto-AvrRpt2_dde2-2 ein2-1 sid2-2","Pto-AvrRpt2","dde2-2 ein2-1 sid2-2","Bac059",5.207792685
"Pto-AvrRpt2_dde2-2 ein2-1 sid2-2","Pto-AvrRpt2","dde2-2 ein2-1 sid2-2","Bac059",4.694955878
"Pto-AvrRpt2_dde2-2 ein2-1 sid2-2","Pto-AvrRpt2","dde2-2 ein2-1 sid2-2","Bac059",4.849857838
"Pto-AvrRpt2_dde2-2 pad4-1 sid2-2","Pto-AvrRpt2","dde2-2 pad4-1 sid2-2","Bac059",5.451917829
"Pto-AvrRpt2_dde2-2 pad4-1 sid2-2","Pto-AvrRpt2","dde2-2 pad4-1 sid2-2","Bac059",5.9180437
"Pto-AvrRpt2_dde2-2 pad4-1 sid2-2","Pto-AvrRpt2","dde2-2 pad4-1 sid2-2","Bac059",5.906762689
"Pto-AvrRpt2_dde2-2 pad4-1 sid2-2","Pto-AvrRpt2","dde2-2 pad4-1 sid2-2","Bac059",5.96380119
"Pto-AvrRpt2_dde2-2 pad4-1 sid2-2","Pto-AvrRpt2","dde2-2 pad4-1 sid2-2","Bac059",6.08030676
"Pto-AvrRpt2_dde2-2 pad4-1 sid2-2","Pto-AvrRpt2","dde2-2 pad4-1 sid2-2","Bac059",5.451917829
"Pto-AvrRpt2_dde2-2 pad4-1 sid2-2","Pto-AvrRpt2","dde2-2 pad4-1 sid2-2","Bac059",5.247797847
"Pto-AvrRpt2_dde2-2 pad4-1 sid2-2","Pto-AvrRpt2","dde2-2 pad4-1 sid2-2","Bac059",5.694955878
"Pto-AvrRpt2_dde2-2 pad4-1 sid2-2","Pto-AvrRpt2","dde2-2 pad4-1 sid2-2","Bac059",5.784356289
"Pto-AvrRpt2_dde2-2 pad4-1 sid2-2","Pto-AvrRpt2","dde2-2 pad4-1 sid2-2","Bac059",5.406160339
"Pto-AvrRpt2_dde2-2 pad4-1 sid2-2","Pto-AvrRpt2","dde2-2 pad4-1 sid2-2","Bac059",5.995985874
"Pto-AvrRpt2_dde2-2 pad4-1 sid2-2","Pto-AvrRpt2","dde2-2 pad4-1 sid2-2","Bac059",6.23006908
"Pto-AvrRpt2_dde2-2 pad4-1 sid2-2","Pto-AvrRpt2","dde2-2 pad4-1 sid2-2","Bac059",5.736348563
"Pto-AvrRpt2_dde2-2 pad4-1 sid2-2","Pto-AvrRpt2","dde2-2 pad4-1 sid2-2","Bac059",5.582251598
"Pto-AvrRpt2_dde2-2 pad4-1 sid2-2","Pto-AvrRpt2","dde2-2 pad4-1 sid2-2","Bac059",5.688706929
"Pto-AvrRpt2_dde2-2 pad4-1 sid2-2","Pto-AvrRpt2","dde2-2 pad4-1 sid2-2","Bac059",5.849857838
"Pto-AvrRpt2_ein2-1 pad4-1 sid2-2","Pto-AvrRpt2","ein2-1 pad4-1 sid2-2","Bac059",5.51261567
"Pto-AvrRpt2_ein2-1 pad4-1 sid2-2","Pto-AvrRpt2","ein2-1 pad4-1 sid2-2","Bac059",6.23006908
"Pto-AvrRpt2_ein2-1 pad4-1 sid2-2","Pto-AvrRpt2","ein2-1 pad4-1 sid2-2","Bac059",6.418059562
"Pto-AvrRpt2_ein2-1 pad4-1 sid2-2","Pto-AvrRpt2","ein2-1 pad4-1 sid2-2","Bac059",5.451917829
"Pto-AvrRpt2_ein2-1 pad4-1 sid2-2","Pto-AvrRpt2","ein2-1 pad4-1 sid2-2","Bac059",6.053977821
"Pto-AvrRpt2_ein2-1 pad4-1 sid2-2","Pto-AvrRpt2","ein2-1 pad4-1 sid2-2","Bac059",6.128611439
"Pto-AvrRpt2_ein2-1 pad4-1 sid2-2","Pto-AvrRpt2","ein2-1 pad4-1 sid2-2","Bac059",5.694955878
"Pto-AvrRpt2_ein2-1 pad4-1 sid2-2","Pto-AvrRpt2","ein2-1 pad4-1 sid2-2","Bac059",6.025949097
"Pto-AvrRpt2_ein2-1 pad4-1 sid2-2","Pto-AvrRpt2","ein2-1 pad4-1 sid2-2","Bac059",5.813645665
"Pto-AvrRpt2_ein2-1 pad4-1 sid2-2","Pto-AvrRpt2","ein2-1 pad4-1 sid2-2","Bac059",5.736348563
"Pto-AvrRpt2_ein2-1 pad4-1 sid2-2","Pto-AvrRpt2","ein2-1 pad4-1 sid2-2","Bac059",6.128611439
"Pto-AvrRpt2_ein2-1 pad4-1 sid2-2","Pto-AvrRpt2","ein2-1 pad4-1 sid2-2","Bac059",5.368371778
"Pto-AvrRpt2_ein2-1 pad4-1 sid2-2","Pto-AvrRpt2","ein2-1 pad4-1 sid2-2","Bac059",5.483326294
"Pto-AvrRpt2_ein2-1 pad4-1 sid2-2","Pto-AvrRpt2","ein2-1 pad4-1 sid2-2","Bac059",5.540053918
"Pto-AvrRpt2_ein2-1 pad4-1 sid2-2","Pto-AvrRpt2","ein2-1 pad4-1 sid2-2","Bac059",5.264831186
"Pto-AvrRpt2_ein2-1 pad4-1 sid2-2","Pto-AvrRpt2","ein2-1 pad4-1 sid2-2","Bac059",5.804100348
"Pto-AvrRpt2_dde2-2 ein2-1 pad4-1 sid2-2","Pto-AvrRpt2","dde2-2 ein2-1 pad4-1 sid2-2","Bac059",6.891250523
"Pto-AvrRpt2_dde2-2 ein2-1 pad4-1 sid2-2","Pto-AvrRpt2","dde2-2 ein2-1 pad4-1 sid2-2","Bac059",6.929039084
"Pto-AvrRpt2_dde2-2 ein2-1 pad4-1 sid2-2","Pto-AvrRpt2","dde2-2 ein2-1 pad4-1 sid2-2","Bac059",6.451917829
"Pto-AvrRpt2_dde2-2 ein2-1 pad4-1 sid2-2","Pto-AvrRpt2","dde2-2 ein2-1 pad4-1 sid2-2","Bac059",6.613285832
"Pto-AvrRpt2_dde2-2 ein2-1 pad4-1 sid2-2","Pto-AvrRpt2","dde2-2 ein2-1 pad4-1 sid2-2","Bac059",6.247797847
"Pto-AvrRpt2_dde2-2 ein2-1 pad4-1 sid2-2","Pto-AvrRpt2","dde2-2 ein2-1 pad4-1 sid2-2","Bac059",6.707190335
"Pto-AvrRpt2_dde2-2 ein2-1 pad4-1 sid2-2","Pto-AvrRpt2","dde2-2 ein2-1 pad4-1 sid2-2","Bac059",6.264831186
"Pto-AvrRpt2_dde2-2 ein2-1 pad4-1 sid2-2","Pto-AvrRpt2","dde2-2 ein2-1 pad4-1 sid2-2","Bac059",6.440922445
"Pto-AvrRpt2_dde2-2 ein2-1 pad4-1 sid2-2","Pto-AvrRpt2","dde2-2 ein2-1 pad4-1 sid2-2","Bac059",6.440922445
"Pto-AvrRpt2_dde2-2 ein2-1 pad4-1 sid2-2","Pto-AvrRpt2","dde2-2 ein2-1 pad4-1 sid2-2","Bac059",6.440922445
"Pto-AvrRpt2_dde2-2 ein2-1 pad4-1 sid2-2","Pto-AvrRpt2","dde2-2 ein2-1 pad4-1 sid2-2","Bac059",6.192280519
"Pto-AvrRpt2_dde2-2 ein2-1 pad4-1 sid2-2","Pto-AvrRpt2","dde2-2 ein2-1 pad4-1 sid2-2","Bac059",6.635187673
"Pto-AvrRpt2_dde2-2 ein2-1 pad4-1 sid2-2","Pto-AvrRpt2","dde2-2 ein2-1 pad4-1 sid2-2","Bac059",6.451917829
"Pto-AvrRpt2_dde2-2 ein2-1 pad4-1 sid2-2","Pto-AvrRpt2","dde2-2 ein2-1 pad4-1 sid2-2","Bac059",6.649198388
"Pto-AvrRpt2_dde2-2 ein2-1 pad4-1 sid2-2","Pto-AvrRpt2","dde2-2 ein2-1 pad4-1 sid2-2","Bac059",6.341219532
"Pto-AvrRpt2_dde2-2 ein2-1 pad4-1 sid2-2","Pto-AvrRpt2","dde2-2 ein2-1 pad4-1 sid2-2","Bac059",6.462641695
"Pto-AvrRpt2_rpm1-3 rps2-101C","Pto-AvrRpt2","rpm1-3 rps2-101C","Bac059",6.79434051
"Pto-AvrRpt2_rpm1-3 rps2-101C","Pto-AvrRpt2","rpm1-3 rps2-101C","Bac059",6.736348563
"Pto-AvrRpt2_rpm1-3 rps2-101C","Pto-AvrRpt2","rpm1-3 rps2-101C","Bac059",6.929039084
"Pto-AvrRpt2_rpm1-3 rps2-101C","Pto-AvrRpt2","rpm1-3 rps2-101C","Bac059",6.96380119
"Pto-AvrRpt2_rpm1-3 rps2-101C","Pto-AvrRpt2","rpm1-3 rps2-101C","Bac059",6.582251598
"Pto-AvrRpt2_rpm1-3 rps2-101C","Pto-AvrRpt2","rpm1-3 rps2-101C","Bac059",6.574133708
