GeneID,Cor,P
AT3G11080,0.465585804,0
AT2G01023,0.465562193,0
AT4G06524,0.465552649,0
AT3G63080,0.465550639,0
AT5G05410,0.465504925,0
AT2G27390,0.46546122,0
AT2G05610,0.465402947,0
AT1G13530,0.465400938,0
AT5G19400,0.465377327,0
AT1G42290,0.465260782,0
AT2G07739,0.465161818,0
AT3G04220,0.465120123,0
AT4G13890,0.465021661,0
AT4G26940,0.464914158,0
AT5G46520,0.464905618,0
AT5G56350,0.464902604,0
AT5G24240,0.464730799,0
AT1G29690,0.46470317,0
AT3G02520,0.464689104,0
AT1G18290,0.464647911,0
AT1G75150,0.464595164,0
AT4G20860,0.464531365,0
AT1G71390,0.464505243,0
AT4G23230,0.464500219,0
AT1G02670,0.464380157,0
AT3G48310,0.464373124,0
AT4G04960,0.464283705,0
AT1G65486,0.464196295,0
AT2G37975,0.464192779,0
AT2G44790,0.464145055,0
AT3G28510,0.464017458,0
AT2G37720,0.463971241,0
AT1G67290,0.463939091,0
AT3G10640,0.463790897,0
AT4G23260,0.463614068,0
AT4G16110,0.4635995,0
AT3G60450,0.463546251,0
AT2G23170,0.463398559,0
AT1G76700,0.463234289,0
AT3G62260,0.463111213,0
AT1G52360,0.463005719,0
AT1G13360,0.462879628,0
AT3G44215,0.4628736,0
AT2G40390,0.462871088,0
AT1G43310,0.46284798,0
AT4G37530,0.462815327,0
AT3G46080,0.462790712,0
AT1G51870,0.462656583,0
AT5G08240,0.462647541,0
AT4G32640,0.462609865,0
AT4G17720,0.462417463,0
AT4G27950,0.462365219,0
AT5G39020,0.462238626,0
AT1G30640,0.462235612,0
AT1G55265,0.462218029,0
AT4G37010,0.462213508,0
AT3G15430,0.462182362,0
AT5G36732,0.462122582,0
AT3G23530,0.462093446,0
AT3G54100,0.461979914,0
AT5G35735,0.461947261,0
AT1G07150,0.461812128,0
AT1G03370,0.46162475,0
AT1G61360,0.461603149,0
AT1G64940,0.461542364,0
AT2G03250,0.461444406,0
AT2G07635,0.461435363,0
AT3G19190,0.461160074,0
AT2G41170,0.461111848,0
AT2G40000,0.461058096,0
AT1G80510,0.461019415,0
