GeneID,Cor,P
AT5G35480,-0.611064225,0
AT3G60300,-0.611274711,0
AT2G20230,-0.611340519,0
AT3G14150,-0.612138758,0
AT3G44890,-0.61254064,0
AT2G45530,-0.612697375,0
AT3G47560,-0.612704407,0
AT5G22608,-0.612992758,0
AT5G63670,-0.613240418,0
AT1G75630,-0.613259508,0
AT1G30880,-0.61326855,0
AT2G39570,-0.613689522,0
AT5G45760,-0.613866852,0
AT3G17020,-0.614221011,0
AT5G42820,-0.614267228,0
AT5G36170,-0.614386285,0
AT4G24750,-0.614474197,0
AT1G11360,-0.614819816,0
AT4G16830,-0.615036833,0
AT5G39340,-0.615625088,0
AT3G52150,-0.61595865,0
AT1G48520,-0.616103328,0
AT3G55460,-0.6166097,0
AT1G02160,-0.616665461,0
AT3G58840,-0.616745335,0
AT4G29080,-0.616776481,0
AT1G12250,-0.616961347,0
AT1G52040,-0.617252209,0
AT1G75800,-0.617307468,0
AT1G01170,-0.617578739,0
AT2G14880,-0.618059491,0
AT2G39850,-0.618480965,0
AT2G47940,-0.618696977,0
AT1G69510,-0.61894313,0
AT2G36250,-0.620127678,0
AT5G13690,-0.620364286,0
AT2G16940,-0.620697849,0
AT4G15780,-0.621386575,0
AT2G02100,-0.621406669,0
AT5G12140,-0.621454392,0
AT2G38050,-0.621462932,0
AT1G55490,-0.62173571,0
AT1G62750,-0.622980541,0
AT1G78370,-0.623468828,0
AT1G29070,-0.623644149,0
AT3G15395,-0.623780789,0
AT2G43030,-0.624184179,0
AT1G52030,-0.625159246,0
AT1G23360,-0.62581331,0
AT1G66900,-0.626332743,0
AT2G37410,-0.626339776,0
AT1G29465,-0.626402067,0
AT2G45180,-0.626503543,0
AT5G03240,-0.626696446,0
AT2G32090,-0.627165142,0
AT4G32150,-0.627372111,0
AT2G31790,-0.627454999,0
AT5G58920,-0.627947808,0
AT2G13440,-0.627962878,0
AT1G02150,-0.628121622,0
AT5G21020,-0.628412986,0
AT4G27870,-0.628545608,0
AT3G19820,-0.628601871,0
AT4G15930,-0.628895748,0
AT4G33030,-0.628934429,0
AT3G17668,-0.629209216,0
AT1G44920,-0.62969047,0
AT4G14890,-0.630561048,0
AT5G13650,-0.63133015,0
AT1G08660,-0.631414043,0
AT5G27410,-0.631604435,0
AT2G27960,-0.632406191,0
AT4G36690,-0.632565437,0
AT2G33810,-0.63405843,0
AT2G18050,-0.634217173,0
AT3G02300,-0.634342761,0
AT3G11930,-0.63543136,0
AT1G55675,-0.635535348,0
AT2G06010,-0.635543385,0
AT5G17550,-0.636779676,0
AT3G54600,-0.636925358,0
AT5G42825,-0.637404101,0
AT2G05830,-0.638535902,0
AT1G73885,-0.638948334,0
AT1G14690,-0.63915882,0
AT3G14100,-0.6393894,0
AT3G56910,-0.639754108,0
AT1G01725,-0.639913857,0
AT4G33380,-0.64027756,0
AT2G46250,-0.640516178,0
AT1G11720,-0.642738588,0
AT2G25950,-0.642823988,0
AT1G65370,-0.642877739,0
AT3G21250,-0.643021412,0
AT1G33290,-0.643033971,0
AT3G61990,-0.643199748,0
AT2G16367,-0.644317985,0
AT3G45443,-0.644752018,0
AT4G17370,-0.64542919,0
AT2G34690,-0.646562499,0
AT1G26665,-0.646652922,0
AT1G48350,-0.647195966,0
AT1G54310,-0.647195966,0
AT5G53880,-0.64787565,0
AT1G68220,-0.64811477,0
AT2G26355,-0.648196653,0
AT2G01620,-0.648394078,0
AT4G29890,-0.649206885,0
AT1G64370,-0.650996769,0
AT5G56600,-0.651574977,0
AT3G51880,-0.653515567,0
AT2G17990,-0.653944074,0
AT3G54900,-0.654340431,0
AT2G21195,-0.654371576,0
AT4G23430,-0.654749346,0
AT2G36120,-0.655235624,0
AT4G14716,-0.655884664,0
AT3G27830,-0.656916999,0
AT3G27340,-0.659223302,0
AT1G05200,-0.659915544,0
AT1G01080,-0.660125528,0
AT1G51430,-0.660131054,0
AT1G31812,-0.661008162,0
AT4G38740,-0.661849101,0
AT3G27850,-0.66356966,0
AT2G14910,-0.663671638,0
AT3G14220,-0.664694429,0
AT1G59750,-0.666587797,0
AT5G52970,-0.666891721,0
AT1G60260,-0.681410728,0
AT1G60989,-0.682798227,0
AT1G52000,-0.684027987,0
AT2G35880,-0.684491659,0
AT1G51200,-0.68700041,0
AT5G46020,-0.690835875,0
AT2G27290,-0.692169623,0
AT2G33740,-0.69463065,0
AT5G52370,-0.695106378,0
AT1G19600,-0.698946365,0
AT1G11840,-0.703079725,0
AT2G24945,-0.707032239,0
AT2G24940,-0.722828227,0
